Time (s),Pitch (Semitones)
0.0,16.94647932309261
4.1666666666666665e-05,16.946352927523407
8.333333333333333e-05,16.9462265319542
0.000125,16.946100136384995
0.00016666666666666666,16.94597374081579
0.00020833333333333335,16.945847345246584
0.00025,16.94572094967738
0.0002916666666666667,16.945594554108176
0.0003333333333333333,16.94546815853897
0.000375,16.945341762969765
0.0004166666666666667,16.94521536740056
0.0004583333333333333,16.945088971831353
0.0005,16.94496257626215
0.0005416666666666666,16.944836180692946
0.0005833333333333334,16.944709785123738
0.000625,16.944583389554534
0.0006666666666666666,16.94445699398533
0.0007083333333333334,16.944330598416123
0.00075,16.94420420284692
0.0007916666666666666,16.944077807277715
0.0008333333333333334,16.943951411708507
0.000875,16.943825016139304
0.0009166666666666666,16.9436986205701
0.0009583333333333333,16.943572225000892
0.001,16.94344582943169
0.0010416666666666667,16.943319433862484
0.0010833333333333333,16.943193038293277
0.001125,16.943066642724073
0.0011666666666666668,16.94294024715487
0.0012083333333333334,16.94281385158566
0.00125,16.942687456016458
0.0012916666666666667,16.942561060447254
0.0013333333333333333,16.942434664878046
0.001375,16.942308269308842
0.0014166666666666668,16.94218187373964
0.0014583333333333334,16.94205547817043
0.0015,16.941929082601227
0.0015416666666666667,16.941802687032023
0.0015833333333333333,16.941676291462816
0.001625,16.941549895893612
0.0016666666666666668,16.941423500324404
0.0017083333333333334,16.9412971047552
0.00175,16.941170709185997
0.0017916666666666667,16.94104431361679
0.0018333333333333333,16.940917918047585
0.001875,16.94079152247838
0.0019166666666666666,16.940665126909174
0.001958333333333333,16.94053873133997
0.002,16.940412335770766
0.0020416666666666665,16.94028594020156
0.0020833333333333333,16.940159544632355
0.002125,16.94003314906315
0.0021666666666666666,16.939906753493943
0.0022083333333333334,16.93978035792474
0.00225,16.939653962355536
0.0022916666666666667,16.939527566786328
0.0023333333333333335,16.939401171217124
0.002375,16.93927477564792
0.002416666666666667,16.939148380078713
0.002458333333333333,16.93902198450951
0.0025,16.938895588940305
0.0025416666666666665,16.938769193371098
0.0025833333333333333,16.938642797801894
0.002625,16.93851640223269
0.0026666666666666666,16.938390006663482
0.0027083333333333334,16.93826361109428
0.00275,16.938137215525074
0.0027916666666666667,16.938010819955867
0.0028333333333333335,16.937884424386663
0.002875,16.93775802881746
0.002916666666666667,16.93763163324825
0.002958333333333333,16.937505237679048
0.003,16.937378842109844
0.0030416666666666665,16.937252446540636
0.0030833333333333333,16.937126050971433
0.003125,16.93699965540223
0.0031666666666666666,16.93687325983302
0.0032083333333333334,16.936746864263817
0.00325,16.936620468694613
0.0032916666666666667,16.936494073125406
0.0033333333333333335,16.936367677556202
0.003375,16.936241281986998
0.003416666666666667,16.93611488641779
0.0034583333333333332,16.935988490848587
0.0035,16.935862095279383
0.0035416666666666665,16.935735699710175
0.0035833333333333333,16.935609051907132
0.003625,16.935481836577956
0.0036666666666666666,16.935354621248777
0.0037083333333333334,16.9352274059196
0.00375,16.935100190590422
0.0037916666666666667,16.934972975261246
0.003833333333333333,16.934845759932067
0.003875,16.93471854460289
0.003916666666666666,16.93459132927371
0.003958333333333334,16.934464113944532
0.004,16.934336898615356
0.0040416666666666665,16.934209683286177
0.004083333333333333,16.934082467957
0.004125,16.933955252627822
0.004166666666666667,16.933828037298646
0.004208333333333333,16.933700821969467
0.00425,16.93357360664029
0.004291666666666667,16.93344639131111
0.004333333333333333,16.933319175981936
0.004375,16.933191960652756
0.004416666666666667,16.93306474532358
0.004458333333333333,16.9329375299944
0.0045,16.932810314665222
0.004541666666666667,16.932683099336046
0.004583333333333333,16.932555884006867
0.004625,16.93242866867769
0.004666666666666667,16.93230145334851
0.0047083333333333335,16.932174238019336
0.00475,16.932047022690156
0.004791666666666666,16.93191980736098
0.004833333333333334,16.9317925920318
0.004875,16.931665376702625
0.004916666666666666,16.931538161373446
0.004958333333333334,16.931410946044267
0.005,16.93128373071509
0.0050416666666666665,16.93115651538591
0.005083333333333333,16.931029300056736
0.005125,16.930902084727556
0.005166666666666667,16.93077486939838
0.005208333333333333,16.9306476540692
0.00525,16.930520438740025
0.005291666666666667,16.930393223410846
0.005333333333333333,16.93026600808167
0.005375,16.93013879275249
0.005416666666666667,16.930011577423315
0.005458333333333333,16.929884362094135
0.0055,16.929757146764956
0.005541666666666667,16.92962993143578
0.005583333333333333,16.9295027161066
0.005625,16.929375500777425
0.005666666666666667,16.929248285448246
0.0057083333333333335,16.92912107011907
0.00575,16.92899385478989
0.005791666666666666,16.928866639460715
0.005833333333333334,16.928739424131535
0.005875,16.92861220880236
0.005916666666666666,16.92848499347318
0.005958333333333334,16.928357778144
0.006,16.928230562814825
0.0060416666666666665,16.928103347485646
0.006083333333333333,16.92797613215647
0.006125,16.92784891682729
0.006166666666666667,16.927721701498115
0.006208333333333333,16.927594486168935
0.00625,16.92746727083976
0.006291666666666667,16.92734005551058
0.006333333333333333,16.927212840181404
0.006375,16.927085624852225
0.006416666666666667,16.92695840952305
0.006458333333333333,16.92683119419387
0.0065,16.92670397886469
0.006541666666666667,16.926576763535515
0.006583333333333333,16.926449548206335
0.006625,16.92632233287716
0.006666666666666667,16.92619511754798
0.0067083333333333335,16.926067902218804
0.00675,16.925940686889625
0.006791666666666666,16.92581347156045
0.006833333333333334,16.92568625623127
0.006875,16.925559040902094
0.0069166666666666664,16.925431825572915
0.006958333333333334,16.925304610243735
0.007,16.92517739491456
0.0070416666666666666,16.92505017958538
0.007083333333333333,16.924922964256204
0.007125,16.924795748927025
0.007166666666666667,16.924668060380924
0.007208333333333333,16.924540076074248
0.00725,16.924412091767568
0.007291666666666667,16.92428410746089
0.007333333333333333,16.924156123154212
0.007375,16.924028138847532
0.007416666666666667,16.923900154540853
0.007458333333333333,16.923772170234177
0.0075,16.923644185927497
0.007541666666666667,16.923516201620817
0.007583333333333333,16.92338821731414
0.007625,16.92326023300746
0.007666666666666666,16.923132248700785
0.0077083333333333335,16.923004264394105
0.00775,16.922876280087426
0.007791666666666666,16.92274829578075
0.007833333333333333,16.92262031147407
0.007875,16.92249232716739
0.007916666666666667,16.922364342860714
0.007958333333333333,16.922236358554034
0.008,16.922108374247355
0.008041666666666667,16.92198038994068
0.008083333333333333,16.921852405634
0.008125,16.921724421327323
0.008166666666666666,16.921596437020643
0.008208333333333333,16.921468452713963
0.00825,16.921340468407287
0.008291666666666666,16.921212484100607
0.008333333333333333,16.921084499793928
0.008375,16.92095651548725
0.008416666666666666,16.92082853118057
0.008458333333333333,16.920700546873892
0.0085,16.920572562567216
0.008541666666666666,16.920444578260536
0.008583333333333333,16.92031659395386
0.008625,16.92018860964718
0.008666666666666666,16.9200606253405
0.008708333333333334,16.919932641033824
0.00875,16.919804656727145
0.008791666666666666,16.919676672420465
0.008833333333333334,16.91954868811379
0.008875,16.91942070380711
0.008916666666666666,16.91929271950043
0.008958333333333334,16.919164735193753
0.009,16.919036750887074
0.009041666666666667,16.918908766580397
0.009083333333333334,16.918780782273718
0.009125,16.918652797967038
0.009166666666666667,16.918524813660362
0.009208333333333334,16.918396829353682
0.00925,16.918268845047002
0.009291666666666667,16.918140860740326
0.009333333333333334,16.918012876433647
0.009375,16.917884892126967
0.009416666666666667,16.91775690782029
0.009458333333333332,16.91762892351361
0.0095,16.91750093920693
0.009541666666666667,16.917372954900255
0.009583333333333333,16.917244970593575
0.009625,16.9171169862869
0.009666666666666667,16.91698900198022
0.009708333333333333,16.91686101767354
0.00975,16.916733033366864
0.009791666666666667,16.916605049060184
0.009833333333333333,16.916477064753504
0.009875,16.916349080446828
0.009916666666666667,16.91622109614015
0.009958333333333333,16.91609311183347
0.01,16.915965127526793
0.010041666666666667,16.915837143220113
0.010083333333333333,16.915709158913437
0.010125,16.915581174606757
0.010166666666666666,16.915453190300077
0.010208333333333333,16.9153252059934
0.01025,16.91519722168672
0.010291666666666666,16.91506923738004
0.010333333333333333,16.914941253073366
0.010375,16.914813268766686
0.010416666666666666,16.914685284460006
0.010458333333333333,16.91455730015333
0.0105,16.91442931584665
0.010541666666666666,16.914301331539974
0.010583333333333333,16.914173347233294
0.010625,16.914045362926615
0.010666666666666666,16.91391737861994
0.010708333333333334,16.91378939431326
0.01075,16.913660713622374
0.010791666666666666,16.913531974899474
0.010833333333333334,16.91340323617657
0.010875,16.913274497453667
0.010916666666666667,16.913145758730767
0.010958333333333334,16.913017020007864
0.011,16.912888281284964
0.011041666666666667,16.91275954256206
0.011083333333333334,16.91263080383916
0.011125,16.912502065116257
0.011166666666666667,16.912373326393357
0.011208333333333334,16.912244587670454
0.01125,16.912115848947554
0.011291666666666667,16.91198711022465
0.011333333333333334,16.91185837150175
0.011375,16.911729632778847
0.011416666666666667,16.911600894055944
0.011458333333333333,16.911472155333044
0.0115,16.91134341661014
0.011541666666666667,16.91121467788724
0.011583333333333333,16.911085939164337
0.011625,16.910957200441437
0.011666666666666667,16.910828461718534
0.011708333333333333,16.910699722995634
0.01175,16.91057098427273
0.011791666666666667,16.91044224554983
0.011833333333333333,16.910313506826927
0.011875,16.910184768104024
0.011916666666666667,16.910056029381124
0.011958333333333333,16.90992729065822
0.012,16.90979855193532
0.012041666666666668,16.909669813212417
0.012083333333333333,16.909541074489518
0.012125,16.909412335766614
0.012166666666666666,16.909283597043714
0.012208333333333333,16.90915485832081
0.01225,16.90902611959791
0.012291666666666666,16.908897380875008
0.012333333333333333,16.908768642152108
0.012375,16.908639903429204
0.012416666666666666,16.9085111647063
0.012458333333333333,16.9083824259834
0.0125,16.908253687260498
0.012541666666666666,16.908124948537598
0.012583333333333334,16.907996209814694
0.012625,16.907867471091794
0.012666666666666666,16.90773873236889
0.012708333333333334,16.90760999364599
0.01275,16.907481254923088
0.012791666666666666,16.907352516200188
0.012833333333333334,16.907223777477284
0.012875,16.90709503875438
0.012916666666666667,16.90696630003148
0.012958333333333334,16.906837561308578
0.013,16.906708822585678
0.013041666666666667,16.906580083862774
0.013083333333333334,16.906451345139875
0.013125,16.90632260641697
0.013166666666666667,16.90619386769407
0.013208333333333334,16.906065128971168
0.01325,16.905936390248268
